agent_id,step,metric,value
34,0,emotion,0.6527818053043636
34,1,emotion,0.6768103047705167
34,2,emotion,0.692014483293013
34,3,emotion,0.7030086823222489
34,4,emotion,0.722062866096647
34,5,emotion,0.7425069178605224
34,6,emotion,0.7499866693443851
34,7,emotion,0.7561321411583202
34,8,emotion,0.7732414918316063
34,9,emotion,0.7623562579551061
34,10,emotion,0.7610835273887122
34,11,emotion,0.7750677602676006
34,12,emotion,0.7941412215465883
34,13,emotion,0.8032274138874895
34,14,emotion,0.8156711074687889
34,15,emotion,0.8191781909248073
34,16,emotion,0.8187545033061895
34,17,emotion,0.8424158814904201
34,18,emotion,0.8599191094351226
34,19,emotion,0.8638135165578761
34,20,emotion,0.8730878991799037
34,21,emotion,0.9159144586563367
34,22,emotion,0.9123851660897428
34,23,emotion,0.9183304603403056
34,24,emotion,0.9118242088361371
34,25,emotion,0.9057205793349945
34,26,emotion,0.9054199476822127
34,0,stress,0.3698095600021265
34,1,stress,0.3270177661376762
34,2,stress,0.307194267631847
34,3,stress,0.29101338567431484
34,4,stress,0.267106932815022
34,5,stress,0.24645542529752987
34,6,stress,0.25021105789081644
34,7,stress,0.25631536641284713
34,8,stress,0.24551637733149614
34,9,stress,0.25495873139714564
34,10,stress,0.24872033198132498
34,11,stress,0.2325331803301648
34,12,stress,0.21756958112543795
34,13,stress,0.21044746271455342
34,14,stress,0.20236242366600996
34,15,stress,0.18965457588614745
34,16,stress,0.17659520031460216
34,17,stress,0.166179890397484
34,18,stress,0.1604887104402953
34,19,stress,0.14595433984385386
34,20,stress,0.1317361084579596
34,21,stress,0.11376205338280615
34,22,stress,0.10225200889980574
34,23,stress,0.10352113333418371
34,24,stress,0.09937851809381933
34,25,stress,0.08557707885217632
34,26,stress,0.0944888512987994
34,0,econ_security,0.6010372845007833
34,1,econ_security,0.6126324050906665
34,2,econ_security,0.6168296143220601
34,3,econ_security,0.6252050796834809
34,4,econ_security,0.6285042702129774
34,5,econ_security,0.6197425297273016
34,6,econ_security,0.6159028436332207
34,7,econ_security,0.6228020747794747
34,8,econ_security,0.6245599236576157
34,9,econ_security,0.6192360601144458
34,10,econ_security,0.624334350605267
34,11,econ_security,0.6346904825648378
34,12,econ_security,0.6265285906340341
34,13,econ_security,0.6249940030780766
34,14,econ_security,0.6330449460311114
34,15,econ_security,0.6426548629236988
34,16,econ_security,0.6437471630481928
34,17,econ_security,0.6413452826982322
34,18,econ_security,0.6464984430935349
34,19,econ_security,0.6555688326454154
34,20,econ_security,0.6558860784754793
34,21,econ_security,0.6596742568014448
34,22,econ_security,0.6718997282180282
34,23,econ_security,0.6732638822534857
34,24,econ_security,0.680347260818468
34,25,econ_security,0.6903806357685282
34,26,econ_security,0.6870802157909146
34,0,city_identity,0.788953764837895
34,1,city_identity,0.7818317566291424
34,2,city_identity,0.7731931400274433
34,3,city_identity,0.7676027020594814
34,4,city_identity,0.7696469681850698
34,5,city_identity,0.75719379167596
34,6,city_identity,0.7493882789852758
34,7,city_identity,0.7438576303835654
34,8,city_identity,0.7433544771104811
34,9,city_identity,0.7442742647656815
34,10,city_identity,0.7431425826831263
34,11,city_identity,0.7473002883645881
34,12,city_identity,0.7408669213247893
34,13,city_identity,0.7446326271016762
34,14,city_identity,0.7396354210039618
34,15,city_identity,0.7355489714996064
34,16,city_identity,0.7383578551543665
34,17,city_identity,0.7399271876362735
34,18,city_identity,0.7387806169907959
34,19,city_identity,0.7410514488154477
34,20,city_identity,0.7473153537080078
34,21,city_identity,0.755121905466891
34,22,city_identity,0.7567567596293857
34,23,city_identity,0.7665136453725987
34,24,city_identity,0.7783228351518523
34,25,city_identity,0.78065257709608
34,26,city_identity,0.7851319452664435
34,0,policy_sensitivity,0.634033766826252
34,1,policy_sensitivity,0.6177704513259353
34,2,policy_sensitivity,0.6010285335337976
34,3,policy_sensitivity,0.579851551519648
34,4,policy_sensitivity,0.5607129078500633
34,5,policy_sensitivity,0.5462975178999967
34,6,policy_sensitivity,0.5352046067879765
34,7,policy_sensitivity,0.5296002916384088
34,8,policy_sensitivity,0.5186685622627593
34,9,policy_sensitivity,0.5190295293624124
34,10,policy_sensitivity,0.5064507874770161
34,11,policy_sensitivity,0.5091729983067065
34,12,policy_sensitivity,0.5008289232751598
34,13,policy_sensitivity,0.48792589854819746
34,14,policy_sensitivity,0.48561329109264484
34,15,policy_sensitivity,0.47503480805558096
34,16,policy_sensitivity,0.4738100882408195
34,17,policy_sensitivity,0.47502816094728784
34,18,policy_sensitivity,0.46797432286399704
34,19,policy_sensitivity,0.4700844701734297
34,20,policy_sensitivity,0.4750028847203625
34,21,policy_sensitivity,0.46438989056908503
34,22,policy_sensitivity,0.4608584527638168
34,23,policy_sensitivity,0.45193935582344924
34,24,policy_sensitivity,0.4510045435129738
34,25,policy_sensitivity,0.45491336151912765
34,26,policy_sensitivity,0.4519300826425412
34,0,platform_dependence,0.07154246555449736
34,1,platform_dependence,0.11682963053339912
34,2,platform_dependence,0.15943979855182364
34,3,platform_dependence,0.19469839616387144
34,4,platform_dependence,0.22743602687923578
34,5,platform_dependence,0.2552161878418436
34,6,platform_dependence,0.2779760692296985
34,7,platform_dependence,0.3029750362503095
34,8,platform_dependence,0.31719604924421513
34,9,platform_dependence,0.3273371099415981
34,10,platform_dependence,0.34940575387880257
34,11,platform_dependence,0.3662418438818957
34,12,platform_dependence,0.38117071256745894
34,13,platform_dependence,0.3952007947135243
34,14,platform_dependence,0.398974806286892
34,15,platform_dependence,0.411233482573435
34,16,platform_dependence,0.41083734547664685
34,17,platform_dependence,0.40889919458156493
34,18,platform_dependence,0.41031405040348284
34,19,platform_dependence,0.4176745287550708
34,20,platform_dependence,0.4217689848926302
34,21,platform_dependence,0.42388665457487473
34,22,platform_dependence,0.42689558257423776
34,23,platform_dependence,0.4205325997771336
34,24,platform_dependence,0.41583673241008434
34,25,platform_dependence,0.41323235551681375
34,26,platform_dependence,0.4131468432274789
34,0,risk_preference,0.10526033120364034
34,1,risk_preference,0.15785389657961255
34,2,risk_preference,0.20185631996659495
34,3,risk_preference,0.23999515193048349
34,4,risk_preference,0.2814043636167263
34,5,risk_preference,0.31361951896883467
34,6,risk_preference,0.3428020285826197
34,7,risk_preference,0.3765850504005117
34,8,risk_preference,0.40521297030123266
34,9,risk_preference,0.42153861484328853
34,10,risk_preference,0.4445890133818601
34,11,risk_preference,0.46810311948195765
34,12,risk_preference,0.4909779238935308
34,13,risk_preference,0.504925928505796
34,14,risk_preference,0.5222733208657228
34,15,risk_preference,0.5345392430365219
34,16,risk_preference,0.5481329315468244
34,17,risk_preference,0.5537023187675881
34,18,risk_preference,0.5544264466976573
34,19,risk_preference,0.5592121226328105
34,20,risk_preference,0.5723736318888227
34,21,risk_preference,0.5731228954258183
34,22,risk_preference,0.5832352963969801
34,23,risk_preference,0.5944319234266251
34,24,risk_preference,0.5949391076752547
34,25,risk_preference,0.5950062150847448
34,26,risk_preference,0.5951634363949421
34,0,voice_propensity,0.29448280279004313
34,1,voice_propensity,0.3375512164750714
34,2,voice_propensity,0.3706865602373817
34,3,voice_propensity,0.4063097230800337
34,4,voice_propensity,0.43780855770836913
34,5,voice_propensity,0.4582566594610386
34,6,voice_propensity,0.4725521095968924
34,7,voice_propensity,0.4914403722120844
34,8,voice_propensity,0.5026449003977848
34,9,voice_propensity,0.5090480802596117
34,10,voice_propensity,0.5151149852661823
34,11,voice_propensity,0.5183620298068642
34,12,voice_propensity,0.5258222043404778
34,13,voice_propensity,0.5396218656873876
34,14,voice_propensity,0.5452638203297736
34,15,voice_propensity,0.5577806353002457
34,16,voice_propensity,0.5635808392794993
34,17,voice_propensity,0.576127960628343
34,18,voice_propensity,0.5787452686429153
34,19,voice_propensity,0.5771607546949801
34,20,voice_propensity,0.5774119852128526
34,21,voice_propensity,0.5827391447747803
34,22,voice_propensity,0.5917498672821326
34,23,voice_propensity,0.5940078364195489
34,24,voice_propensity,0.5943816382615554
34,25,voice_propensity,0.6019296153926835
34,26,voice_propensity,0.6140907611895944
34,0,mobility_intent,0.057131525015336825
34,1,mobility_intent,0.0871263370957391
34,2,mobility_intent,0.11619427830606784
34,3,mobility_intent,0.1403568987525902
34,4,mobility_intent,0.1607244866506861
34,5,mobility_intent,0.17094148814843943
34,6,mobility_intent,0.18560559703741653
34,7,mobility_intent,0.1916482952024403
34,8,mobility_intent,0.19502490556183674
34,9,mobility_intent,0.20218554762687602
34,10,mobility_intent,0.1998751126331923
34,11,mobility_intent,0.20850869310060507
34,12,mobility_intent,0.21287652797855083
34,13,mobility_intent,0.2163556651475424
34,14,mobility_intent,0.21076477619705727
34,15,mobility_intent,0.20910172150993175
34,16,mobility_intent,0.21304164403728754
34,17,mobility_intent,0.20136657459939794
34,18,mobility_intent,0.2006354950757582
34,19,mobility_intent,0.18874543846952616
34,20,mobility_intent,0.18252383548099677
34,21,mobility_intent,0.17944191993784203
34,22,mobility_intent,0.17200989198161604
34,23,mobility_intent,0.16951501200579847
34,24,mobility_intent,0.16122867060774307
34,25,mobility_intent,0.15110249894995215
34,26,mobility_intent,0.141108495260117
34,0,fatigue_debt,0.20347311901623769
34,1,fatigue_debt,0.20670708781227698
34,2,fatigue_debt,0.21137754318402768
34,3,fatigue_debt,0.21056228153187262
34,4,fatigue_debt,0.21210923740930224
34,5,fatigue_debt,0.21228447635572384
34,6,fatigue_debt,0.21090642488346498
34,7,fatigue_debt,0.21511980832310013
