day,time,agent_id,feed_items,relational_items,personalized_items,headline_items,stance_score,toxicity_score,misinformation_risk,cross_viewpoint_exposure,intervention_reward
1,00:34,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,00:34,2,2,0,1,1,0.06666666666666665,0.0,0.0,0.08333333333333333,0.49583333333333335
1,00:34,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,00:34,4,2,0,1,1,0.0,0.0,0.0,0.0,0.44999999999999996
1,00:34,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.49583333333333335
1,00:58,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,00:58,2,2,0,1,1,0.11999999999999997,0.0,0.0,0.08333333333333333,0.36583333333333334
1,00:58,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,00:58,4,2,0,1,1,0.0,0.0,0.0,0.0,0.44999999999999996
1,00:58,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:33,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:33,2,2,0,1,1,0.16266666666666663,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:33,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:33,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,07:33,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.49583333333333335
1,08:10,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:10,2,2,0,1,1,0.19679999999999995,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:10,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:10,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,08:10,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:07,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:07,2,2,0,1,1,0.22410666666666662,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:07,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:07,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:07,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.49583333333333335
1,09:30,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:30,2,2,0,1,1,0.24595199999999995,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:30,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:30,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:30,5,2,0,1,1,-0.1333333333333333,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:33,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
