agent_id,step,metric,value
34,0,emotion,0.6527818053043636
34,1,emotion,0.6768103047705167
34,2,emotion,0.7563184832930131
34,3,emotion,0.754587229522249
34,4,emotion,0.7633129246848072
34,5,emotion,0.7753653989505933
34,6,emotion,0.7760210459076164
34,7,emotion,0.7766128395601573
34,8,emotion,0.7891997809616345
34,9,emotion,0.7746305886932446
34,10,emotion,0.7703566668346843
34,11,emotion,0.7780670878401722
34,12,emotion,0.7956810593973834
34,13,emotion,0.8035936648587075
34,14,emotion,0.8150976478204821
34,15,emotion,0.8178565872932745
34,16,emotion,0.8168418472446538
34,17,emotion,0.8400411167963493
34,18,emotion,0.8571881511965525
34,19,emotion,0.8615741308022485
34,20,emotion,0.8712516028602891
34,21,emotion,0.8816086956742527
34,22,emotion,0.884254440444434
34,23,emotion,0.8952632653111524
34,24,emotion,0.8929091089122315
34,25,emotion,0.8902101973973918
34,26,emotion,0.8927014344933785
34,0,stress,0.3698095600021265
34,1,stress,0.3270177661376762
34,2,stress,0.306631067631847
34,3,stress,0.2902975584743148
34,4,stress,0.266508743226542
34,5,stress,0.24614333977888256
34,6,stress,0.2502806435493911
34,7,stress,0.2568108607755235
34,8,stress,0.24644668466599415
34,9,stress,0.25630919451454137
34,10,stress,0.2504613138845765
34,11,stress,0.23737984098731696
34,12,stress,0.222404036056362
34,13,stress,0.21526862927287305
34,14,stress,0.20716395087900197
34,15,stress,0.1944269831127729
34,16,stress,0.18132740257614538
34,17,stress,0.17086026559940312
34,18,stress,0.16510582667997428
34,19,stress,0.15049743251911174
34,20,stress,0.13617346598540536
34,21,stress,0.11835245288067653
34,22,stress,0.10610794447801686
34,23,stress,0.10730209723822376
34,24,stress,0.10255452777321296
34,25,stress,0.08857705546322069
34,26,stress,0.09700883165207666
34,0,econ_security,0.6010372845007833
34,1,econ_security,0.6126324050906665
34,2,econ_security,0.6161576143220602
34,3,econ_security,0.624050458243481
34,4,econ_security,0.6270056575855214
34,5,econ_security,0.6180010155231723
34,6,econ_security,0.6139918868935332
34,7,econ_security,0.6207749100479935
34,8,econ_security,0.6224550709269798
34,9,econ_security,0.6170814033836683
34,10,econ_security,0.6221501396144123
34,11,econ_security,0.632395276813091
34,12,econ_security,0.6241546403946584
34,13,econ_security,0.6225671150649362
34,14,econ_security,0.6305859021930204
34,15,econ_security,0.6401805068828942
34,16,econ_security,0.6412712324447639
34,17,econ_security,0.6388790475409483
34,18,econ_security,0.644051196201644
34,19,econ_security,0.6531482674622165
34,20,econ_security,0.6534985812173583
34,21,econ_security,0.6576620383554763
34,22,econ_security,0.6701738938602047
34,23,econ_security,0.6717806722805839
34,24,econ_security,0.6790537575547435
34,25,econ_security,0.6892513481035937
34,26,econ_security,0.6860834287505728
34,0,city_identity,0.788953764837895
34,1,city_identity,0.7818317566291424
34,2,city_identity,0.7747291400274433
34,3,city_identity,0.7700968588594814
34,4,city_identity,0.7726675744176458
34,5,city_identity,0.760423065826854
34,6,city_identity,0.7525968831180964
34,7,city_identity,0.746884536908974
34,8,city_identity,0.7460910874433538
34,9,city_identity,0.7466519065577818
34,10,city_identity,0.7451226903807803
34,11,city_identity,0.7487006407568365
34,12,city_identity,0.7417272963318067
34,13,city_identity,0.7449968757288464
34,14,city_identity,0.7395492874284774
34,15,city_identity,0.7350584874056988
34,16,city_identity,0.7375081798706202
34,17,city_identity,0.7387617927599217
34,18,city_identity,0.7373407356956141
34,19,city_identity,0.7393757270912076
34,20,city_identity,0.7454615633286301
34,21,city_identity,0.75237016264433
34,22,city_identity,0.75341730047499
34,23,city_identity,0.7628323031506378
34,24,city_identity,0.7744776534172335
34,25,city_identity,0.7767813338922959
34,26,city_identity,0.7813304234180893
34,0,policy_sensitivity,0.634033766826252
34,1,policy_sensitivity,0.6177704513259353
34,2,policy_sensitivity,0.6004525335337977
34,3,policy_sensitivity,0.578882389279648
34,4,policy_sensitivity,0.5594947897777434
34,5,policy_sensitivity,0.5449426897243992
34,6,policy_sensitivity,0.5337990520120146
34,7,policy_sensitivity,0.5282085675237504
34,8,policy_sensitivity,0.5173378785972788
34,9,policy_sensitivity,0.5177931682569175
34,10,policy_sensitivity,0.505330954081492
34,11,policy_sensitivity,0.5082753270289166
34,12,policy_sensitivity,0.5001361947800242
34,13,policy_sensitivity,0.4874205707344977
34,14,policy_sensitivity,0.48527790031814017
34,15,policy_sensitivity,0.4748522782982814
34,16,policy_sensitivity,0.4737639628196915
34,17,policy_sensitivity,0.47510276985751376
34,18,policy_sensitivity,0.4681548972080074
34,19,policy_sensitivity,0.47035721365642313
34,20,policy_sensitivity,0.47534953350906956
34,21,policy_sensitivity,0.46508269878926056
34,22,policy_sensitivity,0.46179716403066184
34,23,policy_sensitivity,0.4530302054625181
34,24,policy_sensitivity,0.45218724929866466
34,25,policy_sensitivity,0.456132422762059
34,26,policy_sensitivity,0.4531512997463152
34,0,platform_dependence,0.07154246555449736
34,1,platform_dependence,0.11682963053339912
34,2,platform_dependence,0.15943979855182364
34,3,platform_dependence,0.19468711424387142
34,4,platform_dependence,0.22741264082355575
34,5,platform_dependence,0.255186206263112
34,6,platform_dependence,0.27794841552745686
34,7,platform_dependence,0.3029600360871383
34,8,platform_dependence,0.3172040853125021
34,9,platform_dependence,0.32737776435209515
34,10,platform_dependence,0.3494873021722693
34,11,platform_dependence,0.36641974869708066
34,12,platform_dependence,0.38144256843136765
34,13,platform_dependence,0.39556326464317987
34,14,platform_dependence,0.39942372918019053
34,15,platform_dependence,0.4117640041913991
34,16,platform_dependence,0.4114440583872927
34,17,platform_dependence,0.40957627714348477
34,18,platform_dependence,0.411055398332985
34,19,platform_dependence,0.41847387534310315
34,20,platform_dependence,0.4226200077471307
34,21,platform_dependence,0.4247824414393614
34,22,platform_dependence,0.42783461771479636
34,23,platform_dependence,0.4214979976067502
34,24,platform_dependence,0.4168220324669348
34,25,platform_dependence,0.414222730764679
34,26,platform_dependence,0.41413495696919145
34,0,risk_preference,0.10526033120364034
34,1,risk_preference,0.15785389657961255
34,2,risk_preference,0.20358431996659496
34,3,risk_preference,0.2429102111304835
34,4,risk_preference,0.28508703672776636
34,5,risk_preference,0.31774764577064823
34,6,risk_preference,0.34713111524175916
34,7,risk_preference,0.38093238765763815
34,8,risk_preference,0.4094447923315016
34,9,risk_preference,0.42555973166633826
34,10,risk_preference,0.44833445473450084
34,11,risk_preference,0.47135998362108295
34,12,risk_preference,0.49376488748673597
34,13,risk_preference,0.507267202644179
34,14,risk_preference,0.5241967224749208
34,15,risk_preference,0.5360747045450438
34,16,risk_preference,0.5493113609899539
34,17,risk_preference,0.5545547392850947
34,18,risk_preference,0.5549833580089376
34,19,risk_preference,0.5595030381363291
34,20,risk_preference,0.572443185793193
34,21,risk_preference,0.5721452923134043
34,22,risk_preference,0.5814996849683423
34,23,risk_preference,0.5921837092293142
34,24,risk_preference,0.5923538861156197
34,25,risk_preference,0.5922309076824396
34,26,risk_preference,0.592300590740417
34,0,voice_propensity,0.29448280279004313
34,1,voice_propensity,0.3375512164750714
34,2,voice_propensity,0.37164656023738174
34,3,voice_propensity,0.4079642331600337
34,4,voice_propensity,0.43994200687316914
34,5,voice_propensity,0.4606955864919086
34,6,voice_propensity,0.4751584058301217
34,7,voice_propensity,0.4941054632244776
34,8,voice_propensity,0.5052847588179242
34,9,voice_propensity,0.5115989691572811
34,10,voice_propensity,0.517529839865843
34,11,voice_propensity,0.5205088217422514
34,12,voice_propensity,0.5277004176631069
34,13,voice_propensity,0.5412358915727322
34,14,voice_propensity,0.5466218113553795
34,15,voice_propensity,0.5588935520000264
34,16,voice_propensity,0.5644616620923232
34,17,voice_propensity,0.5767910434064599
34,18,voice_propensity,0.579205812738312
34,19,voice_propensity,0.5774343852672587
34,20,voice_propensity,0.5775235425532806
34,21,voice_propensity,0.5822310505464858
34,22,voice_propensity,0.5907672453235798
34,23,voice_propensity,0.5926811524314491
34,24,voice_propensity,0.5928076421138013
34,25,voice_propensity,0.6001936911519872
34,26,voice_propensity,0.6122555425093557
34,0,mobility_intent,0.057131525015336825
34,1,mobility_intent,0.0871263370957391
34,2,mobility_intent,0.11664227830606783
34,3,mobility_intent,0.14120266899259018
34,4,mobility_intent,0.16192851036243008
34,5,mobility_intent,0.17247096075511026
34,6,mobility_intent,0.1874317784621412
34,7,mobility_intent,0.19374482066889534
34,8,mobility_intent,0.19736676435854755
34,9,mobility_intent,0.2047485176580913
34,10,mobility_intent,0.20263549729299163
34,11,mobility_intent,0.21158950196735096
34,12,mobility_intent,0.21622346055821104
34,13,mobility_intent,0.21992041565432818
34,14,mobility_intent,0.21450432342820447
34,15,mobility_intent,0.2129777453973099
34,16,mobility_intent,0.21702003749184795
34,17,mobility_intent,0.20541702758829605
34,18,mobility_intent,0.20473113405811622
34,19,mobility_intent,0.19286250889045728
34,20,mobility_intent,0.18663289820378962
34,21,mobility_intent,0.18329368965480863
34,22,mobility_intent,0.1756152846629149
34,23,mobility_intent,0.1728600435633961
34,24,mobility_intent,0.16432433998340648
34,25,mobility_intent,0.15394505779402515
34,26,mobility_intent,0.14371019645122002
34,0,fatigue_debt,0.20347311901623769
34,1,fatigue_debt,0.20670708781227698
34,2,fatigue_debt,0.21137754318402768
34,3,fatigue_debt,0.21056228153187262
34,4,fatigue_debt,0.21210923740930224
34,5,fatigue_debt,0.21228447635572384
34,6,fatigue_debt,0.21090642488346498
34,7,fatigue_debt,0.21511980832310013
34,8,fatigue_debt,0.23434237031089625
